Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2019 [YR2019]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.337738950307342,0.724398576768367
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People's Rep.",PRK,3.07355752386297,2.17585095574668
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,9.7144937391762,11.7993253802233
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,25.7584238159989,20.8619489599151
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,0.953372529805651,1.55664325620875
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,0.16571982338686,2.59426810708029
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Late-demographic dividend,LTE,3.33363551247848,6.71122951758885
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & Caribbean,LCN,2.42320720363155,2.56064921746386
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & Caribbean (excluding high income),LAC,2.21303998804328,2.36915012107168
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.39995720286426,2.53844393588855
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,2.92707651369559,3.95543586167438
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Least developed countries: UN classification,LDC,0.165423220516099,0.341196526655648
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,3.62677583562813,4.83404536996868
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,0.195133666561595,0.345958255384824
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.148520459902239,0.23669639765075
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.67542615703065,8.64655782310429
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,6.66141827650942,3.89792645809636
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,3.00325528870113,4.19807602212644
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Low & middle income,LMY,2.02140942661193,3.38221121464247
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Low income,LIC,0.398281945810288,0.289626619615037
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lower middle income,LMC,1.11112177203945,1.74866268776796
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,19.6195278478111,15.3064265559542
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,0.1017486523391,0.149637883052437
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,0.0632269597619175,0.0768523956339848
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,5.41988176150515,7.72070021517061
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,1.62827823735341,4.18229224332584
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,0.125454874015279,0.283457953884067
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,5.46032039006683,3.29324560594014
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,1.84420182944821,4.024324967639
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,0.471242518097382,0.901034695237842
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,2.047396814992,3.29459100560393
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,3.87418682996762,3.59170861408077
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Micronesia, Fed. Sts.",FSM,1.16373792621902,1.61610363850059
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa,MEA,4.14898226508727,5.40134383622204
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa (excluding high income),MNA,2.89408306360586,3.67474897546318
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa (IDA & IBRD countries),TMN,2.89269272711214,3.67769662415128
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle income,MIC,2.16229664996654,3.74495410674013
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,2.29427750431844,3.32554607145542
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,3.67200208569718,7.13704541005504
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,2.51260434746673,4.17987599373753
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,1.15148568093586,1.96890700867326
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,0.0804794775925155,0.247642484818277
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,0.207297886975746,0.692304948191065
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,1.06643740094913,1.72481153375467
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,8.67302688638335,4.94559830686577
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,0.13111016103748,0.466487528837777
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,10.1786360037507,8.43707462722941
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,7.63408248438189,6.83041418732592
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,0.735865047425234,0.786323459138814
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Niger,NER,0.0576459873875742,0.0917102782590997
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nigeria,NGA,0.791358811103938,0.567031242867457
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North America,NAC,20.1083878443228,14.7535300764971
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North Macedonia,MKD,4.32304389666148,3.99673721344351
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Northern Mariana Islands,MNP,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Norway,NOR,7.63532664568678,6.7222699848575
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Not classified,INX,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,OECD members,OED,10.7302700019807,8.51892888208548
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Oman,OMN,10.7113012119426,16.5183208841499
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Other small states,OSS,4.5497413640965,5.96554947076575
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pacific island small states,PSS,0.962827017319097,1.35248633816955
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pakistan,PAK,0.637235527822116,0.853451601070211
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Palau,PLW,10.6458481192335,13.9540075909801
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Panama,PAN,1.75898506561714,3.15177774263441
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Papua New Guinea,PNG,0.513770408530985,0.794342262981161
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Paraguay,PRY,0.686987577039704,1.25726911931851
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,1.07411752316378,1.72887251525604
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Philippines,PHL,0.924854328708852,1.31743920046954
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Poland,POL,7.73080499042451,7.77364183861292
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Portugal,PRT,5.99228486035527,4.33976842606964
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Post-demographic dividend,PST,12.0498032593842,9.52330040005923
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pre-demographic dividend,PRE,0.47351808014806,0.511611839900818
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Puerto Rico,PRI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Qatar,QAT,44.369652148739,32.7617749211246
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Romania,ROU,3.96649801846645,3.81743447683141
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Russian Federation,RUS,10.6676903174515,11.7972029330523
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,0.0665845539371262,0.10362268340321
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,0.81518194861093,1.4157288026282
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,0.347913216527269,0.698978121801425
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,11.5865541023762,14.6195533262224
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,0.41837179794868,0.663717595132331
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,5.85257783502782,6.61604693907974
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,3.57446598710727,6.24839963436737
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,0.0719884766082171,0.111845310494787
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,10.4570957427554,8.30707949147546
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,7.06475749343072,5.69841625532024
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,7.31048179292834,6.51220937780615
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Small states,SST,4.26735578693185,5.53430337121873
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,0.558168092321003,0.533338885447871
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,0.0561832215115236,0.0431754611712322
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,6.08075497231917,7.5686401152277
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Asia,SAS,0.762971318413699,1.49553194920693
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Asia (IDA & IBRD),TSA,0.762971318413699,1.49553194920693
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,0.07523174648864,0.162715772851441
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,7.23010706208244,5.09135092007508
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,0.582076330710102,1.09067562659476
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,4.17940652427355,5.23977196512408
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,2.44514106583072,3.02380417765225
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,1.40581480147259,2.47798397376441
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa,SSF,0.741434360027683,0.734493260160254
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa (excluding high income),SSA,0.741091883570244,0.734013261446282
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa (IDA & IBRD countries),TSS,0.741434360027683,0.734493260160254
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,0.216359903939245,0.476960503374967
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,3.08978325587998,4.41445224207094
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sweden,SWE,6.00533649890911,3.4050379189887
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Switzerland,CHE,6.08414239482201,4.35904146198319
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Syrian Arab Republic,SYR,2.722647905088,1.27921574292573
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tajikistan,TJK,0.350709501262395,1.00888904890509
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tanzania,TZA,0.0855972996982565,0.207941598929037
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Thailand,THA,2.60819502201506,3.74559494087468
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Timor-Leste,TLS,..,0.484209313350878
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Togo,TGO,0.253592476889638,0.287513388244642
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tonga,TON,0.974630371431635,1.52452093285172
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Trinidad and Tobago,TTO,7.65649079006728,11.3095456997461
