Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czechia,CZE,9.02278615795801
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,5.10798850907958
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.391063625017438
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,2.38001906518647
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,2.50232446393338
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,2.26537072831623
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,2.36104083450537
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,1.2419953308516
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,3.44487644137984
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0.251513509771479
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,7.67202927819305
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,0.820784292361942
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.160882448704671
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.7747001739115
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,7.37285476082008
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,4.45954746474334
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,2.34083962573318
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.231178569630668
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,2.71762422558518
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,7.91162101567715
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.635740643066456
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,5.59618906985928
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,2.68896070135444
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,1.16297092439764
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.306735630750854
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.167473846479787
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,3.56806159680473
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.297479358179563
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,1.02622509805408
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,4.74663102989868
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,4.54844225751086
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,1.77592267295201
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,2.2992559151159
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,7.27795087587852
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,4.19983672120634
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,7.24514322077522
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,6.91959371834315
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,5.31131544170879
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,2.98176162161011
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,8.54098020491546
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,2.30215243883444
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,11.4569378323984
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.43727903105104
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.724398576768367
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People's Rep.",PRK,2.17585095574668
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,11.7993253802233
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,20.8619489599151
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,1.55664325620875
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,2.59426810708029
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,3.95543586167438
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,4.83404536996868
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,0.345958255384824
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.23669639765075
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.64655782310429
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,3.89792645809636
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,4.19807602212644
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,15.3064265559542
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,0.149637883052437
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,0.0768523956339848
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,7.72070021517061
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,4.18229224332584
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,0.283457953884067
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,3.29324560594014
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,4.024324967639
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,0.901034695237842
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,3.29459100560393
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,3.59170861408077
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Micronesia, Fed. Sts.",FSM,1.61610363850059
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,3.32554607145542
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,7.13704541005504
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,4.17987599373753
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,1.96890700867326
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,0.247642484818277
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,0.692304948191065
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,1.72481153375467
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,4.94559830686577
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,0.466487528837777
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,8.43707462722941
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,6.83041418732592
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,0.786323459138814
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Niger,NER,0.0917102782590997
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nigeria,NGA,0.567031242867457
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North Macedonia,MKD,3.99673721344351
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Northern Mariana Islands,MNP,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Norway,NOR,6.7222699848575
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Oman,OMN,16.5183208841499
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pakistan,PAK,0.853451601070211
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Palau,PLW,13.9540075909801
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Panama,PAN,3.15177774263441
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Papua New Guinea,PNG,0.794342262981161
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Paraguay,PRY,1.25726911931851
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,1.72887251525604
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Philippines,PHL,1.31743920046954
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Poland,POL,7.77364183861292
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Portugal,PRT,4.33976842606964
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Puerto Rico,PRI,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Qatar,QAT,32.7617749211246
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Romania,ROU,3.81743447683141
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Russian Federation,RUS,11.7972029330523
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,0.10362268340321
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,1.4157288026282
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,0.698978121801425
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,14.6195533262224
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,0.663717595132331
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,6.61604693907974
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,6.24839963436737
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,0.111845310494787
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,8.30707949147546
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,5.69841625532024
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,6.51220937780615
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,0.533338885447871
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,0.0431754611712322
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,7.5686401152277
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,0.162715772851441
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,5.09135092007508
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,1.09067562659476
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,5.23977196512408
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,3.02380417765225
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,2.47798397376441
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,0.476960503374967
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,4.41445224207094
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sweden,SWE,3.4050379189887
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Switzerland,CHE,4.35904146198319
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Syrian Arab Republic,SYR,1.27921574292573
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tajikistan,TJK,1.00888904890509
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tanzania,TZA,0.207941598929037
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Thailand,THA,3.74559494087468
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Timor-Leste,TLS,0.484209313350878
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Togo,TGO,0.287513388244642
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tonga,TON,1.52452093285172
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Trinidad and Tobago,TTO,11.3095456997461
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tunisia,TUN,2.48229897962756
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkiye,TUR,4.75361752810222
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkmenistan,TKM,11.8325808805801
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turks and Caicos Islands,TCA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tuvalu,TUV,0.912741856195927
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uganda,UGA,0.136440643979205
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ukraine,UKR,3.93658353086744
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Arab Emirates,ARE,20.5022832059804
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,5.22051448799294
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United States,USA,14.6734106066885
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uruguay,URY,1.89300628108203
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uzbekistan,UZB,3.47554445038462
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vanuatu,VUT,0.689872647677064
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Venezuela, RB",VEN,3.87757923272497
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vietnam,VNM,3.51327550460568
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Virgin Islands (U.S.),VIR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,West Bank and Gaza,PSE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Yemen, Rep.",YEM,0.351859419470324
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zambia,ZMB,0.369957765009845
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zimbabwe,ZWE,0.765893875563726
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Africa Eastern and Southern,AFE,0.903764110583573
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Africa Western and Central,AFW,0.485883896346851
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Arab World,ARB,4.27260846110939
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Caribbean small states,CSS,5.10230069373955
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central Europe and the Baltics,CEB,6.26542158494275
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Early-demographic dividend,EAR,2.23438682573138
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific,EAS,6.48971014758405
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific (excluding high income),EAP,5.93030012315822
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,East Asia & Pacific (IDA & IBRD countries),TEA,5.97680917722675
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Euro area,EMU,6.11138351460838
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia,ECS,6.57407724965249
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia (excluding high income),ECA,7.36419384809465
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Europe & Central Asia (IDA & IBRD countries),TEC,7.21881162974532
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,European Union,EUU,6.09112615396335
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fragile and conflict affected situations,FCS,0.761341719929743
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Heavily indebted poor countries (HIPC),HPC,0.280603324442368
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,High income,HIC,9.81136028763659
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IBRD only,IBD,4.43246348199086
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA & IBRD total,IBT,3.42377200706546
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA blend,IDB,0.850055507385363
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA only,IDX,0.38318074498158
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,IDA total,IDA,0.540054104563691
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Late-demographic dividend,LTE,6.71122951758885
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & Caribbean,LCN,2.56064921746386
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & Caribbean (excluding high income),LAC,2.36915012107168
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.53844393588855
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Least developed countries: UN classification,LDC,0.341196526655648
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Low & middle income,LMY,3.38221121464247
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Low income,LIC,0.289626619615037
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lower middle income,LMC,1.74866268776796
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa,MEA,5.40134383622204
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa (excluding high income),MNA,3.67474897546318
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle East & North Africa (IDA & IBRD countries),TMN,3.67769662415128
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Middle income,MIC,3.74495410674013
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North America,NAC,14.7535300764971
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Not classified,INX,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,OECD members,OED,8.51892888208548
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Other small states,OSS,5.96554947076575
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pacific island small states,PSS,1.35248633816955
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Post-demographic dividend,PST,9.52330040005923
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pre-demographic dividend,PRE,0.511611839900818
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Small states,SST,5.53430337121873
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Asia,SAS,1.49553194920693
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Asia (IDA & IBRD),TSA,1.49553194920693
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa,SSF,0.734493260160254
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa (excluding high income),SSA,0.734013261446282
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sub-Saharan Africa (IDA & IBRD countries),TSS,0.734493260160254
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Upper middle income,UMC,6.40867526252093
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,World,WLD,4.43567311234666
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 12/22/2022,,,,
